Ectopic_Pregnancy	Ectopic Pregnancy (PEDS)	Abnormal_Pregnancy
Qualitative	Qualitative Concept (PEDS)	Properties_or_Attributes
Quantitative	Quantitative Concept (PEDS)	Properties_or_Attributes
Risk_Factor	Risk Factor (PEDS)	Properties_or_Attributes
Temporal_Modifier	Temporal Qualifier (PEDS)	Properties_or_Attributes
Time	Time (PEDS)	Properties_or_Attributes
Unit_of_Measure	Unit of Measure (PEDS)	Properties_or_Attributes
Blood_Type_Determination	Blood Group Antibody Titer Measurement (NRNT)	Protein_or_Enzyme_Type_Measurement
Hemoglobin_Measurement	Hemoglobin Measurement (PEDS+NRNT)	Protein_or_Enzyme_Type_Measurement
Hormone_Measurement	Hormone Measurement (NRNT)	Protein_or_Enzyme_Type_Measurement
Anxiety_Disorder	Anxiety Disorder (PEDS)	Psychiatric_Disorder
Bipolar_Disorder	Bipolar Disorder (PEDS)	Psychiatric_Disorder
Depression	Depression (PEDS)	Psychiatric_Disorder
Sexual_and_Gender_Identity_Disorders	Disorder of Sexual Differentiation (NRNT)	Psychiatric_Disorder
Eating_Disorder	Eating Disorder (PEDS)	Psychiatric_Disorder
Branch_Pulmonary_Artery_Stenosis	Pulmonary Artery Stenosis, Branch (not Peripheral Pulmonary Stenosis) (NRNT)	Pulmonary_Artery_Stenosis
Supravalvar_Pulmonary_Artery_Stenosis	Pulmonary Artery Stenosis, Supravalvar (NRNT)	Pulmonary_Artery_Stenosis
Persistent_Fetal_Circulation_Syndrome	Persistent Pulmonary Hypertension of the Newborn (NRNT)	Pulmonary_Hypertension
Pulmonary_Valve_Atresia_with_Intact_Ventricular_Septum	Pulmonary Atresia  with Intact Ventricular Septum (NRNT)	Pulmonary_Valve_Atresia
Pulmonary_Valve_Atresia_with_Ventricular_Septal_Defect	Pulmonary Atresia  with Ventricular Septal Defect (NRNT)	Pulmonary_Valve_Atresia
Hypertrophic_Pyloric_Stenosis	Hypertrophic Pyloric Stenosis (NRNT)	Pyloric_Stenosis
Health	Health (PEDS)	Qualitative
Identified	Identification (PEDS)	Qualitative
Indicator	Indicator (PEDS)	Qualitative
Placement	Placement (PEDS)	Qualitative
Uterine_Contraction_Frequency	Contraction Frequency (PEDS)	Quantitative
Uterine_Contraction_Intensity	Contraction Intensity (PEDS)	Quantitative
Uterine_Contraction_Interval	Contraction Interval (PEDS)	Quantitative
Duration_of_Uterine_Contraction	Duration of Contraction (PEDS)	Quantitative
Range	Range (PEDS)	Quantitative
Regularity_of_Uterine_Contraction	Regularity of Uterine Contraction (PEDS)	Quantitative
High_Test_Reference_Range	High Test Reference Range (PEDS)	Range
Low_Test_Reference_Range	Low Test Reference Range (PEDS)	Range
Normal_Reference_Range	Normal Reference Range (PEDS)	Range
Hepatitis_B_Vaccine	Recombinant Hepatitis B Vaccine (PEDS)	Recombinant_Viral_Vaccine
Human_Papilloma_Virus_Vaccine	Recombinant Human Papilloma Virus Vaccine (PEDS)	Recombinant_Viral_Vaccine
Babinski_s_Sign	Plantar Grasp Reflex Finding (NRNT)	Reflex
Epidural_Block	Epidural Block (PEDS)	Regional_Anesthesia_Procedure
Spinal_Block	Spinal Block (PEDS)	Regional_Anesthesia_Procedure
Bilateral_Renal_Agenesis	Bilateral Renal Agenesis (NRNT)	Renal_Agenesis
Unilateral_Renal_Agenesis	Unilateral Agenesis of Kidney (NRNT)	Renal_Agenesis
Bilateral_Renal_Dysplasia	Bilateral Renal Dysplasia (NRNT)	Renal_Cell_Dysplasia
Acute_Renal_Failure_with_Tubular_Necrosis	Acute Tubular Necrosis (NRNT)	Renal_Disorder
Cystic_Kidney_Disease	Fibrocystic Kidney Disease (NRNT)	Renal_Disorder
Nephrotic_Syndrome	Nephrotic Syndrome (NRNT)	Renal_Disorder
Renal_Agenesis	Renal Agenesis (NRNT)	Renal_Disorder
Renal_Cell_Dysplasia	Renal Dysplasia (NRNT)	Renal_Disorder
Renal_Failure	Renal Failure Syndrome (NRNT)	Renal_Disorder
Renal_Vascular_Disorder	Renal Vascular Disorder (NRNT)	Renal_Disorder
Conception	Conception (PEDS)	Reproductive_Process
Development_of_Corpus_Luteum	Development of Corpus Luteum (PEDS)	Reproductive_Process
Impending_Labor	Impending Labor (PEDS)	Reproductive_Process
Parturition	Labor and Delivery Process (PEDS)	Reproductive_Process
Ovulation	Ovulation (PEDS)	Reproductive_Process
Pregnancy	Pregnancy (PEDS)	Reproductive_Process
Female_Reproductive_System_Disorder	Female Reproductive System Disorder (PEDS)	Reproductive_System_Disorder
Male_Reproductive_System_Disorder	Male Reproductive System Disorder (PEDS+NRNT)	Reproductive_System_Disorder
Ovarian_Cyst	Ovarian Cyst (NRNT)	Reproductive_System_Finding
Female_Genitalia	Female Genitalia Finding (NRNT)	Reproductive_System_Finding
Pregnancy_Finding	Pregnancy Finding (PEDS)	Reproductive_System_Finding
Pregnancy_Outcome	Pregnancy Outcome (PEDS)	Reproductive_System_Finding
Lung_Disorder	Disorder of Lung (NRNT)	Respiratory_Disorder
Tracheal_Disorder	Disorder of Trachea (NRNT)	Respiratory_Disorder
Neonatal_Respiratory_System_Disorder	Neonatal Respiratory System Disorder (NRNT)	Respiratory_Disorder
Perinatal_Respiratory_Distress	Perinatal Respiratory Distress (NRNT)	Respiratory_Disorder
Pleural_Effusion	Pleural Effusion (NRNT)	Respiratory_Disorder
Pneumothorax	Pneumothorax (NRNT)	Respiratory_Disorder
Pulmonary_Embolism	Pulmonary Embolism (NRNT)	Respiratory_Disorder
Respiratory_Distress_Syndrome	Respiratory Distress Syndrome (PEDS)	Respiratory_Disorder
Respiratory_Failure	Respiratory Failure (NRNT)	Respiratory_Disorder
Sinusitis	Sinus Infection (PEDS)	Respiratory_Disorder
Laryngeal_Stenosis	Stenosis of Larynx (NRNT)	Respiratory_Disorder
Acute_Respiratory_Failure	Acute Respiratory Failure (NRNT)	Respiratory_Failure
Respiratory_Failure_due_to_Central_Nervous_System_Disorder	Respiratory Failure due to CNS  Failure (NRNT)	Respiratory_Failure
Respiratory_Failure_due_to_Neuromuscular_Disorder	Respiratory Failure due to Neuromuscular Failure (NRNT)	Respiratory_Failure
Newborn_Respiratory_Rate	Newborn Respiratory Rate (PEDS+NRNT)	Respiratory_Rate
Unintentional_Material_Aspiration	Respiratory Tract Aspiration (NRNT)	Respiratory_System_Finding
Laryngeal_Web	Laryngeal Web (NRNT)	Respiratory_System_Finding
Retinopathy_of_Prematurity_with_Plus_Disease	Retinopathy of Prematurity  with Plus Disease (NRNT)	Retrolental_Fibroplasia
Retinopathy_of_Prematurity_in_Zone_1	Retinopathy of Prematurity In Zone 1 (NRNT)	Retrolental_Fibroplasia
Retinopathy_of_Prematurity_in_Zone_2	Retinopathy of Prematurity In Zone 2 (NRNT)	Retrolental_Fibroplasia
Retinopathy_of_Prematurity_in_Zone_3	Retinopathy of Prematurity In Zone 3 (NRNT)	Retrolental_Fibroplasia
Retinopathy_of_Prematurity_Stage_1_Demarcation_Line	Retinopathy of Prematurity Stage 1 - Demarcation Line (NRNT)	Retrolental_Fibroplasia
Retinopathy_of_Prematurity_Stage_2_Intraretinal_Ridge	Retinopathy of Prematurity Stage 2 - Intraretinal Ridge (NRNT)	Retrolental_Fibroplasia
Retinopathy_of_Prematurity_Stage_3_Ridge_with_Extraretinal_Fibroblastic_Proliferation	Retinopathy of Prematurity Stage 3 - Ridge  with Extraretinal Fibrovascular Proliferation (NRNT)	Retrolental_Fibroplasia
Retinopathy_of_Prematurity_Stage_4_Subtotal_Retinal_Detachment	Retinopathy of Prematurity Stage 4 - Subtotal Retinal Detachment (NRNT)	Retrolental_Fibroplasia
Retinopathy_of_Prematurity_Stage_5_Total_Retinal_Detachment	Retinopathy of Prematurity Stage 5 - Total Retinal Detachment (NRNT)	Retrolental_Fibroplasia
Immature_Retinopathy_of_Prematurity	Retinopathy of Prematurity, Immature (NRNT)	Retrolental_Fibroplasia
Acquired_Rickets	Acquired Rickets (NRNT)	Rickets
Neonatal_Rickets	Neonatal Rickets (NRNT)	Rickets
Spontaneous_Rupture_of_Membrane	Spontaneous Rupture of Membrane (PEDS)	Rupture_of_Membrane
Fibrosarcoma	Malignant Fibromatous Neoplasm (NRNT)	Sarcoma_of_the_Soft_Tissue_and_Bone
Postural_Scoliosis	Congenital Postural Scoliosis (NRNT)	Scoliosis
Juvenile_Myoclonic_Epilepsy	Myoclonic Seizure (NRNT)	Seizure
Female	Female (PEDS)	Sex
Male	Male (PEDS)	Sex
Gonadal_Disorder	Disorder of Endocrine Gonad (NRNT)	Sexual_Differentiation_Disorder
Hypersensitivity	Allergic Reaction (PEDS)	Sign_or_Symptom
Apnea	Apnea (NRNT)	Sign_or_Symptom
Ascites	Ascites (NRNT)	Sign_or_Symptom
Back_Labor	Back Labor (PEDS)	Sign_or_Symptom
Basilar_Rales	Basilar Rales (PEDS+NRNT)	Sign_or_Symptom
Central_Nervous_System_Signs_and_Symptoms	Central Nervous System Signs and Symptoms (PEDS+NRNT)	Sign_or_Symptom
Clonus	Clonus (PEDS)	Sign_or_Symptom
Cyanosis	Cyanosis (PEDS+NRNT)	Sign_or_Symptom
Cyanotic_Body	Cyanotic Body (PEDS)	Sign_or_Symptom
Cyanotic_Limbs	Cyanotic Limbs (PEDS)	Sign_or_Symptom
Diarrhea	Diarrhea (PEDS+NRNT)	Sign_or_Symptom
Early_Pregnancy_Symptom	Early Pregnancy Symptoms (PEDS)	Sign_or_Symptom
Edema	Edema (NRNT)	Sign_or_Symptom
Excessive_Sucking	Excessive Sucking (PEDS)	Sign_or_Symptom
Excoriation	Excoriation (PEDS+NRNT)	Sign_or_Symptom
Gastrointestinal_System_Signs_and_Symptoms	Gastrointestinal System Signs and Symptoms (PEDS+NRNT)	Sign_or_Symptom
High_Pitched_Cry	High Pitched Cry (PEDS+NRNT)	Sign_or_Symptom
Elevated_Bilirubin	Hyperbilirubinemia (NRNT)	Sign_or_Symptom
Hyperthermia	Hyperthermia (PEDS)	Sign_or_Symptom
Hypertonia	Hypertonia (PEDS)	Sign_or_Symptom
Hypotonia	Hypotonia (PEDS+NRNT)	Sign_or_Symptom
Spasticity	Increased Muscle Tone (NRNT)	Sign_or_Symptom
Intercostal_Retractions	Intercostal Retractions (PEDS+NRNT)	Sign_or_Symptom
Irregular_Respiratory_Rate	Irregular Breathing (PEDS+NRNT)	Sign_or_Symptom
Lung_Overinflation	Lung Overinflation (PEDS)	Sign_or_Symptom
Motor_Manifestations	Motor Manifestations (PEDS+NRNT)	Sign_or_Symptom
Mottling	Mottling (PEDS)	Sign_or_Symptom
Movement_of_Lip_Corners	Movement of Lip Corners (PEDS)	Sign_or_Symptom
Myoclonic_Jerk	Myoclonic Jerk (PEDS)	Sign_or_Symptom
Nasal_Congestion	Nasal Congestion (PEDS)	Sign_or_Symptom
Nasal_Flaring	Nasal Flaring (PEDS)	Sign_or_Symptom
Pain	Pain (PEDS)	Sign_or_Symptom
Pallor	Pallor (PEDS+NRNT)	Sign_or_Symptom
Plethoric_Face	Plethoric Face (NRNT)	Sign_or_Symptom
Pneumopericardium	Pneumopericardium (NRNT)	Sign_or_Symptom
Pneumoperitoneum	Pneumoperitoneum (NRNT)	Sign_or_Symptom
Poor_Feeding	Poor Feeding (PEDS)	Sign_or_Symptom
Redness	Redness (PEDS)	Sign_or_Symptom
Regurgitation	Regurgitation (PEDS)	Sign_or_Symptom
Rhonchi	Rhonchi (PEDS+NRNT)	Sign_or_Symptom
Signs_of_Impending_Birth	Signs of Impending Birth (PEDS)	Sign_or_Symptom
Skin_Rash	Skin Rash (PEDS)	Sign_or_Symptom
Sneezing	Sneezing (PEDS)	Sign_or_Symptom
Sweating	Sweating (PEDS)	Sign_or_Symptom
Tremor	Tremor (PEDS+NRNT)	Sign_or_Symptom
Vomiting	Vomiting (PEDS)	Sign_or_Symptom
Watery_Stool	Watery Stool (PEDS)	Sign_or_Symptom
Weak_Breathing	Weak Breathing (PEDS)	Sign_or_Symptom
Wheezing	Wheezing (PEDS+NRNT)	Sign_or_Symptom
Yawning	Yawning (PEDS)	Sign_or_Symptom
Bulging_Perineum	Bulging Perineum (PEDS)	Signs_of_Impending_Birth
Crowning_during_Childbirth	Crowning (PEDS)	Signs_of_Impending_Birth
Dilated_Anus	Dilated Anus (PEDS)	Signs_of_Impending_Birth
Urge_to_Push	Urge to Push (PEDS)	Signs_of_Impending_Birth
Situs_Inversus_Thoracis	Situs Inversus Thoracis (NRNT)	Situs_Inversus
Cafe_Au_Lait_Patch	Cafe Au Lait Spot (NRNT)	Skin_Disorder
Epidermolysis_Bullosa	Epidermolysis Bullosa (NRNT)	Skin_Disorder
Cutaneous_Fistula	Fistula of Skin (NRNT)	Skin_Disorder
Skin_Infection	Infection of Skin (NRNT)	Skin_Disorder
Mucocutaneous_Candidiasis	Mucocutaneous Candidiasis (NRNT)	Skin_Disorder
Localized_Skin_Lesion	Skin Lesion (NRNT)	Skin_Disorder
Fracture_of_Skull_due_to_Birth_Trauma	Fracture of Skull due to Birth Trauma (NRNT)	Skull_Fracture
Atresia_of_Duodenum	Congenital Atresia of Duodenum (NRNT)	Small_Intestinal_Atresia
Atresia_of_Ileum	Congenital Atresia of Ileum (NRNT)	Small_Intestinal_Atresia
Atresia_of_Jejunum	Congenital Atresia of Jejunum (NRNT)	Small_Intestinal_Atresia
Spermicidal_Cream	Spermicidal Cream (PEDS)	Spermicide
Spermicidal_Foam	Spermicidal Foam (PEDS)	Spermicide
Spermicidal_Jelly	Spermicidal Jelly (PEDS)	Spermicide
Meningocele	Meningocele (NRNT)	Spina_Bifida
Myelocele	Myelocele (NRNT)	Spina_Bifida
Myelomeningocele	Myelomeningocele (NRNT)	Spina_Bifida
Spina_Bifida_Occulta	Spina Bifida Occulta (NRNT)	Spina_Bifida
Scoliosis	Scoliosis (PEDS+NRNT)	Spinal_Deformity
Werdnig-Hoffmann_Disease	Werdnig-Hoffmann Disease (NRNT)	Spinal_Muscular_Atrophy
First_Stage_of_Labor	First Stage of Labor (PEDS)	Stage_of_Labor
Fourth_Stage_of_Labor	Fourth Stage of Labor (PEDS)	Stage_of_Labor
Second_Stage_of_Labor	Second Stage of Labor (PEDS)	Stage_of_Labor
Third_Stage_of_Labor	Third Stage of Labor (PEDS)	Stage_of_Labor
Allergen	Allergen (PEDS)	Substance
Body_Fluid_or_Substance	Biological Substance (PEDS)	Substance
Blood_Product	Blood Product (PEDS)	Substance
Contrast_Agent	Contrast Agent (PEDS)	Substance
Infant_Formula	Infant Formula (PEDS)	Substance
Pharmacologic_Substance	Pharmacologic Substance (PEDS)	Substance
Prenatal_Vitamin	Prenatal Vitamins (PEDS)	Substance
Vitamin_K	Vitamin K (PEDS)	Substance
Atrial_Fibrillation	Atrial Fibrillation (NRNT)	Supraventricular_Arrhythmia
Atrial_Flutter	Atrial Flutter (NRNT)	Supraventricular_Arrhythmia
Wandering_Atrial_Pacemaker	Wandering Atrial Pacemaker (NRNT)	Supraventricular_Arrhythmia
Congenital_Supraventricular_Tachycardia	Congenital Supraventricular Tachycardia (NRNT)	Supraventricular_Tachycardia
Surfactant_Protein_A_Deficiency	Surfactant Apoprotein A Deficiency (NRNT)	Surfactant_Protein_Deficiency
Surfactant_Protein_ABCA3_Deficiency	Surfactant Apoprotein Abc A3 Deficiency (NRNT)	Surfactant_Protein_Deficiency
Surfactant_Protein_B_Deficiency	Surfactant Apoprotein B Deficiency (NRNT)	Surfactant_Protein_Deficiency
Surfactant_Protein_C_Deficiency	Surfactant Apoprotein C Deficiency (NRNT)	Surfactant_Protein_Deficiency
Surfactant_Protein_D_Deficiency	Surfactant Apoprotein D Deficiency (NRNT)	Surfactant_Protein_Deficiency
Tubal_Ligation	Tubal Ligation (PEDS)	Surgical_Contraception
Vasectomy	Vasectomy (PEDS)	Surgical_Contraception
Episiotomy	Episiotomy (PEDS)	Surgical_Incision
Hysterotomy	Hysterotomy (PEDS)	Surgical_Incision
Laparotomy	Laparotomy (PEDS)	Surgical_Incision
Lower_Uterine_Segment_Incision	Lower Uterine Segment Incision (PEDS)	Surgical_Incision
Midline_Longitudinal_Uterine_Incision	Midline Longitudinal Incision (PEDS)	Surgical_Incision
Circumcision	Circumcision (PEDS)	Surgical_Procedure
Gynecological_Surgical_Procedure	Gynecologic Surgical Procedure (PEDS)	Surgical_Procedure
Inborn_Errors_of_Metabolism	Congenital Metabolic Disorder (PEDS+NRNT)	Systemic_Congenital_Disorder
Goldenhar_Syndrome	Goldenhar Syndrome (NRNT)	Systemic_Congenital_Disorder
Heterotaxia	Heterotaxia (PEDS+NRNT)	Systemic_Congenital_Disorder
OEIS_Complex	Oeis Syndrome (NRNT)	Systemic_Congenital_Disorder
Pentalogy_of_Cantrell	Pentalogy of Cantrell (NRNT)	Systemic_Congenital_Disorder
Persistent_Cloaca	Persistent Cloaca (NRNT)	Systemic_Congenital_Disorder
Situs_Inversus	Situs Inversus (PEDS+NRNT)	Systemic_Congenital_Disorder
VACTERL_Association	Vertebral Abnormalities, Anal Atresia, Cardiac Abnormalities, Tracheo-Esophageal Fistula, Renal Anomalies, Limb Defects Syndrome (NRNT)	Systemic_Congenital_Disorder
Dehydration	Dehydration (NRNT)	Systemic_Disease
Ciliary_Motility_Defect	Immotile Cilia Syndrome (NRNT)	Systemic_Disease
Metabolic_Disorder	Metabolic Disease (NRNT)	Systemic_Disease
Nutritional_Disorder	Nutritional Disorder (PEDS+NRNT)	Systemic_Disease
Ectopic_Atrial_Tachycardia	Ectopic Atrial Tachycardia (NRNT)	Tachycardia
Bundle_of_His_Tachycardia	His Bundle Tachycardia (NRNT)	Tachycardia
Supraventricular_Tachycardia	Supraventricular Tachycardia (NRNT)	Tachycardia
Feeding_Method	Feeding Method (PEDS)	Techniques
Intrauterine_Cordocentesis	Intrauterine Cordocentesis (PEDS)	Techniques
Drug_Route_of_Administration	Route of Administration (PEDS)	Techniques
Tocodynamometry	Tocodynamometry (PEDS)	Techniques
Ultrasound_Imaging	Ultrasound Imaging (PEDS)	Techniques
Cellular_Telephone_Number	Cellular Telephone Number (PEDS)	Telephone_Number
Residential_Telephone_Number	Residential Telephone Number (PEDS)	Telephone_Number
Date	Date (PEDS)	Temporal_Modifier
Life_Stage	Life Stage (PEDS)	Temporal_Modifier
Pregnancy_Time_Period	Pregnancy Time Period (PEDS)	Temporal_Modifier
Stage_of_Labor	Stages of Labor (PEDS)	Temporal_Modifier
Galactose_Measurement	Galactose Measurement (PEDS)	Test
Galactose-1-Phosphate_Uridyltransferase_Measurement	Galactose-1-Phosphate Uridyltransferase Measurement (PEDS)	Test
Genetic_Testing	Genetic Testing (PEDS+NRNT)	Test
Hematologic_Technique	Hematology Procedure (NRNT)	Test
Protein_or_Enzyme_Type_Measurement	Protein Measurement (NRNT)	Test
White_Blood_Cell_Count_Increased	Leukocytosis (NRNT)	Test_Result
Complete_Atrioventricular_Septal_Defect_with_Tetralogy_of_Fallot	Tetralogy of Fallot - Complete Av Canal Defect (NRNT)	Tetralogy_of_Fallot
Hydrops_Fetalis	Hemoglobin Bart's Hydrops Syndrome (NRNT)	Thalassemia
S-Beta_Thalassemia	S-Beta Thalassemia (PEDS)	Thalassemia
Sickle_Beta_Thalassemia	Sickle Cell-Beta-Thalassemia (NRNT)	Thalassemia
Type_1_Thanatophoric_Dysplasia	Thanatophoric Dysplasia, Type 1 (NRNT)	Thanatophoric_Dysplasia
Type_2_Thanatophoric_Dysplasia	Thanatophoric Dysplasia, Type 2 (NRNT)	Thanatophoric_Dysplasia
Induced_Abortion_Procedure	Induced Abortion (PEDS)	Therapeutic_Abortion_Procedure
Blood_Transfusion	Blood Transfusion (PEDS)	Therapeutic_Procedure
Cardiac_Resuscitation	Cardiac Resuscitation (NRNT)	Therapeutic_Procedure
Ophthalmic_Prophylaxis	Eye prophylaxis (PEDS)	Therapeutic_Procedure
Medication_Administered_at_Birth	Medication Given at Birth (PEDS)	Therapeutic_Procedure
Drug_Induced_Thrombocytopenia	Drug-Induced Immune Thrombocytopenia (NRNT)	Thrombocytopenia
Heparin_Induced_Thrombocytopenia	Heparin-Induced Thrombocytopenia (NRNT)	Thrombocytopenia
Thrombocytopenia_Due_to_Platelet_Alloimmunization	Neonatal Thrombocytopenia due to Platelet Alloimmunization (NRNT)	Thrombocytopenia
Transient_Neonatal_Thrombocytopenia	Transient Neonatal Thrombocytopenia (NRNT)	Thrombocytopenia
Arterial_Thrombosis	Arterial Thrombosis (NRNT)	Thrombosis
Abdominal_Aortic_Thrombosis	Thrombosis of Abdominal Aorta (NRNT)	Thrombosis
Venous_Thrombosis	Venous Thrombosis (NRNT)	Thrombosis
Birth_Time	Birth Time (PEDS)	Time
Collection_Time	Collection Time (PEDS)	Time
First_Feeding	First Feeding (PEDS)	Time
Five_Minutes_After_Birth	Five Minutes After Birth (PEDS)	Time
One_Minute_After_Birth	One Minute After Birth (PEDS)	Time
Point_in_Time_Test_Given	Point in Time Test Given (PEDS)	Time
Partial_Anomalous_Pulmonary_Venous_Return	Partial Anomalous Pulmonary Venous Connection (NRNT)	Total_Anomalous_Pulmonary_Venous_Return
Type_I_Total_Anomalous_Pulmonary_Venous_Return	Total Anomalous Pulmonary Venous Return,  Type I (Supracardiac) (NRNT)	Total_Anomalous_Pulmonary_Venous_Return
Type_II_Total_Anomalous_Pulmonary_Venous_Return	Total Anomalous Pulmonary Venous Return,  Type Ii (Intracardiac) (NRNT)	Total_Anomalous_Pulmonary_Venous_Return
Type_III_Total_Anomalous_Pulmonary_Venous_Return	Total Anomalous Pulmonary Venous Return,  Type Iii (Infradiaphragmatic/Infracardiac) (NRNT)	Total_Anomalous_Pulmonary_Venous_Return
Type_IV_Total_Anomalous_Pulmonary_Venous_Return	Total Anomalous Pulmonary Venous Return,  Type Iv (Mixed) (NRNT)	Total_Anomalous_Pulmonary_Venous_Return
Total_Colonic_Aganglionisis	Total Colonic Aganglionosis (NRNT)	Total_Intestinal_Aganglionosis
Diphtheria_Toxoid_Tetanus_Toxoid_Vaccine_Adsorbed	Diphtheria Toxoid/Tetanus Toxoid Vaccine Adsorbed (PEDS)	Toxoid_Vaccine
Tetanus_and_Diptheria_Toxoids_Adsorbed	Tetanus and Diphtheria Toxoids Adsorbed (PEDS)	Toxoid_Vaccine
Tetanus_Toxoid	Tetanus Toxoid Vaccine (PEDS)	Toxoid_Vaccine
Airway_Hemangioma	Airway Hemangioma (NRNT)	Tracheal_Disorder
Tracheal_Stenosis	Stenosis of Trachea (NRNT)	Tracheal_Disorder
Tracheal_Web	Tracheal Web (NRNT)	Tracheal_Disorder
Tracheomalacia	Tracheomalacia (NRNT)	Tracheal_Disorder
H-Type_Congenital_Tracheoesophageal_Fistula	Congenital H-type Tracheoesophageal Fistula (NRNT)	Tracheoesophageal_Fistula
First_Trimester	First Trimester (PEDS)	Trimester
Second_Trimester	Second Trimester (PEDS)	Trimester
Third_Trimester	Third Trimester (PEDS)	Trimester
Neonatal_Aspiration_of_Amniotic_Fluid	Neonatal Aspiration of Amniotic Fluid (NRNT)	Unintentional_Material_Aspiration
Blood_Aspiration_Syndrome	Perinatal Aspiration of Blood (NRNT)	Unintentional_Material_Aspiration
Centimeter	Centimeter (PEDS)	Unit_of_Measure
Gram	Gram (PEDS)	Unit_of_Measure
Inch	Inch (PEDS)	Unit_of_Measure
Microinternational_Unit_per_Milliliter	Microinternational Unit per Milliliter (PEDS)	Unit_of_Measure
Milligram_per_Deciliter	Milligram per Deciliter (PEDS)	Unit_of_Measure
Millimole_per_Liter	Millimole per Liter (PEDS)	Unit_of_Measure
Molar_Ratio	Molar Ratio (PEDS)	Unit_of_Measure
Nanogram_per_Deciliter	Nanogram per Deciliter (PEDS)	Unit_of_Measure
Ounce	Ounce (PEDS)	Unit_of_Measure
Pound	Pound (PEDS)	Unit_of_Measure
Unit_per_Gram	Unit per Gram (PEDS)	Unit_of_Measure
Vesical_Fistula	Bladder Fistula (NRNT)	Urinary_Tract_Disorder
Congenital_Abnormality_of_the_Urinary_System	Congenital Abnormality of the Urinary System (NRNT)	Urinary_Tract_Disorder
Renal_Disorder	Kidney Disease (NRNT)	Urinary_Tract_Disorder
Renal_Cyst	Solitary Multilocular Renal Cyst (NRNT)	Urinary_Tract_Disorder
Urinary_Tract_Infection	Urinary Tract Infection (PEDS+NRNT)	Urinary_Tract_Disorder
Urinary_Tract_Obstruction	Urinary Tract Obstruction (NRNT)	Urinary_Tract_Disorder
Vesicoureteral_Reflux	Vesicoureteric Reflux (NRNT)	Urinary_Tract_Disorder
Ureterovesical_Obstruction	Congenital Ureterovesical Obstruction (NRNT)	Urinary_Tract_Obstruction
Pelviureteric_Junction_Obstruction	Obstruction of Pelviureteric Junction (NRNT)	Urinary_Tract_Obstruction
False_Labor	False Labor (PEDS)	Uterine_Contraction
Intense_Uterine_Contraction	Intensified Contraction (PEDS)	Uterine_Contraction
Mild_Uterine_Contraction	Mild Uterine Contractions (PEDS)	Uterine_Contraction
Regular_Uterine_Contraction	Regular Contraction (PEDS)	Uterine_Contraction
Uterine_Tachysystole	Tachysystole (PEDS)	Uterine_Contraction
Posterior_Uveitis	Choroiditis (NRNT)	Uveitis
Attenuated_Live_Vaccine	Attenuated Live Vaccine (PEDS)	Vaccine
Inactivated_Vaccine	Inactivated Vaccine (PEDS)	Vaccine
Polysaccharide_Vaccine	Polysaccharide Vaccine (PEDS)	Vaccine
Polyvalent_Vaccine	Polyvalent Vaccine (PEDS)	Vaccine
Recombinant_Viral_Vaccine	Recombinant Viral Vaccine (PEDS)	Vaccine
Toxoid_Vaccine	Toxoid Vaccine (PEDS)	Vaccine
Forceps_Delivery	Forceps Delivery (PEDS)	Vaginal_Assisted_Delivery
Vacuum_Assisted_Vaginal_Delivery	Vacuum Assisted Vaginal Delivery (PEDS)	Vaginal_Assisted_Delivery
Fetal_Descent	Fetal Descent (PEDS)	Vaginal_Birth_Mechanism
Fetal_Engagement	Fetal Engagement (PEDS)	Vaginal_Birth_Mechanism
Fetal_Extension	Fetal Extension (PEDS)	Vaginal_Birth_Mechanism
Fetal_Restitution	Fetal Restitution (PEDS)	Vaginal_Birth_Mechanism
Fetal_Flexion	Flexion (PEDS)	Vaginal_Birth_Mechanism
Normal_Spontaneous_Vaginal_Delivery	Normal Spontaneous Vaginal Delivery (PEDS)	Vaginal_Delivery
Vaginal_Assisted_Delivery	Vaginal Assisted Delivery (PEDS)	Vaginal_Delivery
Vaginal_Birth_after_Cesarean	Vaginal Birth after Cesarean (PEDS)	Vaginal_Delivery
Recto-Vesico-Vaginal_Fistula	Rectal-Vesico-Vaginal Fistula (NRNT)	Vaginal_Fistula
Aortic_Valve_Disorder	Aortic Valve Disorder (NRNT)	Valvular_Heart_Disorder
Valvular_Insufficiency	Heart Valve Regurgitation (NRNT)	Valvular_Heart_Disorder
Mitral_Stenosis	Mitral Valve Stenosis (NRNT)	Valvular_Heart_Disorder
Pulmonary_Stenosis	Pulmonic Valve Stenosis (NRNT)	Valvular_Heart_Disorder
Tricuspid_Stenosis	Tricuspid Valve Stenosis (NRNT)	Valvular_Heart_Disorder
Aortic_Insufficiency	Congenital Insufficiency of Aortic Valve (NRNT)	Valvular_Insufficiency
Pulmonary_Valve_Regurgitation	Congenital Insufficiency of Pulmonary Valve (NRNT)	Valvular_Insufficiency
Mitral_Regurgitation	Mitral Valve Regurgitation (NRNT)	Valvular_Insufficiency
Tricuspid_Regurgitation	Tricuspid Valve Regurgitation (NRNT)	Valvular_Insufficiency
Chickenpox	Chicken Pox (PEDS)	Varicella_Zoster_Infection
Pulmonary_Vein_Stenosis	Pulmonary Vein Stenosis (NRNT)	Venous_Stenosis
Venous_Thrombosis_due_to_Vascular_Access_Complication	Acquired Secondary Venous Thrombosis due to Catheter Complication (NRNT)	Venous_Thrombosis
