Source	NCIt Subset Code	FDA Subset Name	NCIt Concept Code	FDA Source Code	FDA Source PT	FDA Source Synonym(s)	FDA Source Definition	NCIt Definition	Parent Concept's NCIt Concept Code	Parent Concept's FDA Source Code	Parent Concept's FDA Source PT
FDA	C54450	Patient Problem Codes FDA CDRH	C50734	2056	RIGHT VENTRICULAR HYPERTROPHY	HYPERTROPHY, RIGHT VENTRICULAR|VENTRICULAR HYPERTROPHY, RIGHT	Enlargement or overgrowth of the myocardium of the right ventricle, due chronic pressure overload.	Enlargement or overgrowth of the myocardium of the right ventricle, due chronic pressure overload.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C9445	2208	RUPTURE			Forcible tearing or disruption of tissue.	C3671	2348	INJURY
FDA	C54450	Patient Problem Codes FDA CDRH	C34483	2061	SCARRING			A mark left (usually on the skin) by the healing of injured tissue.	C3044	3167	FIBROSIS
FDA	C54450	Patient Problem Codes FDA CDRH	C50827	2358	SCAR EXCISION	EXCISION, SCAR			C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C26746	2062	SCLERODERMA			A localized or systemic chronic and progressive autoimmune disorder characterized by thickening of the skin and the connective tissues. Localized scleroderma affects only the skin. Systemic scleroderma also affects internal organs, including the heart, lungs, gastrointestinal tract, and kidneys.	C2889	1732	AUTOIMMUNE DISEASE
FDA	C54450	Patient Problem Codes FDA CDRH	C76131	2694	SECOND-DEGREE BURN		A partial thickness burn that affects both the outer and underlying layer of skin causing pain, redness, swelling and blistering.	A burn from the epidermis to the dermal layer of the skin, usually by thermal or chemical insult. It is marked by redness, possible blistering and can provoke severe pain.	C34441	1757	BURN(S)
FDA	C54450	Patient Problem Codes FDA CDRH	C21097	2368	SEDATION			The process of allaying nervous excitement or the state of being calmed. (Taber's)	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C2962	2063	SEIZURES	CONVULSION|CONVULSION		Sudden, involuntary skeletal muscular contractions of cerebral or brain stem origin.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C35018	2068	SHOCK, SEPTIC	SEPTIC SHOCK			C35016	2072	SHOCK
FDA	C54450	Patient Problem Codes FDA CDRH	C3364	2067	SEPSIS			The presence of pathogenic microorganisms in the blood stream causing a rapidly progressing systemic reaction that may lead to shock. Symptoms include fever, chills, tachycardia, and increased respiratory rate. It is a medical emergency that requires urgent medical attention.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50739	2069	SEROMA		A tumor-like collection of serum in the tissues.	A tumor-like collection of serum in the tissues.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C3365	2071	VENEREAL DISEASE	DISEASE (VD), VENEREAL|VD, VENEREAL DISEASE|VENEREAL DISEASE (VD)	Any contagious disease acquired during sexual contact; e.g. syphilis, gonorrhea, chancroid.	A disorder acquired through sexual contact.	C26726	1930	INFECTION
FDA	C54450	Patient Problem Codes FDA CDRH	C35016	2072	SHOCK				C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C61392	3162	LEAD(S), SHOCK FROM				C35016	2072	SHOCK
FDA	C54450	Patient Problem Codes FDA CDRH	C50741	2277	SINUS, PERFORATION OF	PERFORATION OF SINUS			C4080	2001	PERFORATION
FDA	C54450	Patient Problem Codes FDA CDRH	C26883	2073	SJOGREN'S SYNDROME	SYNDROME, SJOGREN'S		An autoimmune disorder affecting the salivary and lacrimal glands. Morphologically, it is characterized by the presence of lymphocytic and plasmacytic infiltrates which cause destruction of these glands. It results in dry mouth and dry eyes. It may be associated with the presence of other autoimmune disorders, including rheumatoid arthritis and lupus erythematosus.	C2889	1732	AUTOIMMUNE DISEASE
FDA	C54450	Patient Problem Codes FDA CDRH	C3327	2074	SKIN DISCOLORATION	DISCOLORATION OF SKIN		A change from the patient's baseline skin coloration.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50845	2075	SKIN EROSION	EROSION, SKIN	A gradual breakdown or very shallow ulceration of the skin which involves only the epidermis and heals without scarring.	A gradual breakdown or very shallow ulceration of the skin which involves only the epidermis and heals without scarring.	C50443	1750	EROSION
FDA	C54450	Patient Problem Codes FDA CDRH	C50743	2076	SKIN IRRITATION	IRRITATION OF SKIN		A mild inflammatory dermal tissue reaction; it can be caused by physical contact with an irritant or can be a local response to a systemic trigger.	C50624	1941	IRRITATION
FDA	C54450	Patient Problem Codes FDA CDRH	C39594	2033	RASH			Any change in the skin which affects its appearance or texture. A rash may be localized to one part of the body, or affect all the skin. Rashes may cause the skin to change color, itch, become warm, bumpy, dry, cracked or blistered, swell and may be painful.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50737	2060	SCAR TISSUE	CICATRIX|TISSUE, SCAR	Formation of new tissue formed in the healing of a wound.	Formation of new tissue formed in the healing of a wound.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50744	2516	SKIN TEARS				C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50745	2077	FRACTURE, SKULL	SKULL FRACTURE			C3046	1870	FRACTURE(S)
FDA	C54450	Patient Problem Codes FDA CDRH	C3376	2517	SLEEP DISTURBANCES	DISTURBANCES, SLEEP|DISTURBANCES, SLEEP		A change from the patient's baseline sleeping pattern, either an increase or a decrease in the number of hours slept. This can also refer to alterations in the stages of sleep.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50746	2251	SNEEZING			A symptom consisting of the involuntary expulsion of air from the nose.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50747	2396	SORE THROAT	THROAT, SORE		Any kind of inflammatory process of the tonsils, pharynx, or/and larynx characterized by pain in swallowing.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50749	2390	ARACHNOIDITIS, SPINAL		A chronic adhesive arachnoiditis in the spinal arachnoid, with root and spinal cord symptoms similar to those caused by pressure from a tumor.	A chronic adhesive arachnoiditis in the spinal arachnoid, with root and spinal cord symptoms similar to those caused by pressure from a tumor.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50750	2432	SPINAL CORD INJURY	INJURY, SPINAL CORD			C4974	2689	NERVOUS SYSTEM INJURY
FDA	C54450	Patient Problem Codes FDA CDRH	C50751	2081	SPINAL INJURY	INJURY, SPINAL			C3671	2348	INJURY
FDA	C54450	Patient Problem Codes FDA CDRH	C34336	1962	MISCARRIAGE		Loss of the products of conception from the uterus before the fetus is viable; spontaneous abortion.	Expulsion of the products of conception before the completion of gestation without deliberate interference.	C35221	1688	ABORTION
FDA	C54450	Patient Problem Codes FDA CDRH	C35035	2083	SPRAIN				C3671	2348	INJURY
FDA	C54450	Patient Problem Codes FDA CDRH	C50752	1593	STACKING BREATHS	BREATHS, STACKING	Condition where there are a greater number of inhalations relative to the number of exhalations.	Condition where there are a greater number of inhalations relative to the number of exhalations.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50921	2058|O478WX4004	STAPHYLOCOCCUS AUREUS|STAPHYLOCOCCUS AUREUS	S. AUREUS|S. AUREUS		A common bacterial species found especially on nasal mucous membrane and skin (hair follicles); bacterial species that produces exotoxins including those that cause toxic shock syndrome, with resulting skin rash, and renal, hepatic, and central nervous system disease, and an enterotoxin associated with food poisoning; it causes furunculosis, cellulitis, pyemia, pneumonia, osteomyelitis, endocarditis, suppuration of wounds, other infections; also a cause of infection in burn patients; humans are the chief reservoir.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50754	2263	STENOSIS	STRICTURE	Narrowing or stricture of a duct or canal.	Narrowing or stricture of a duct or canal.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50756	2084	STRANGULATION		Chocking or arrest of respiration due to occlusion of the air passageway; arrest of circulation in a part due to compression.	Chocking or arrest of respiration due to occlusion of the air passageway; arrest of circulation in a part due to compression.	C3671	2348	INJURY
FDA	C54450	Patient Problem Codes FDA CDRH	C50859	1824	EDEMA, STROMAL	STROMAL EDEMA	Fluid from the aqueous humor enters the corneal stroma and causes swelling.	Fluid from the aqueous humor enters the corneal stroma and causes swelling.	C50508	1791	CORNEAL EDEMA
FDA	C54450	Patient Problem Codes FDA CDRH	C50757	1893	HEMORRHAGE, SUBARACHNOID	SUBARACHNOID HEMORRHAGE	Intracranial hemorrhage into the subarachnoid space.	Intracranial hemorrhage into the subarachnoid space.	C26791	1888	HEMORRHAGE
FDA	C54450	Patient Problem Codes FDA CDRH	C50758	2247	INFECTION, SUBCLINICAL	SUBCLINICAL INFECTION	Infection associated with no detectable symptoms but caused by microorganisms capable of producing easily recognizable diseases, such a poliomyelitis or mumps.	Infection associated with no detectable symptoms but caused by microorganisms capable of producing easily recognizable diseases, such a poliomyelitis or mumps.	C26726	1930	INFECTION
FDA	C54450	Patient Problem Codes FDA CDRH	C50759	1894	HEMORRHAGE, SUBDURAL	SUBDURAL HEMORRHAGE	Cerebral hemorrhage into the subdural space. See also Stroke Syndrome.	Cerebral hemorrhage into the subdural space. See also Stroke Syndrome.	C26791	1888	HEMORRHAGE
FDA	C54450	Patient Problem Codes FDA CDRH	C50761	2603	HEMORRHAGE, SUBGALEAL	HEMORRHAGE, SUBGALEAL			C26791	1888	HEMORRHAGE
FDA	C54450	Patient Problem Codes FDA CDRH	C50911	2510	SUDDEN CARDIAC DEATH	CARDIAC DEATH, SUDDEN|DEATH, SUDDEN CARDIAC		An unexpected natural death from a cardiac cause within a short time period, generally less than 1 hour from the onset of symptoms, in a person without any prior condition that would appear fatal. SCD is most likely to occur in a patient with an underlying cardiac abnormality, whether known or not; approximately 70% of SCDs are caused by coronary heart disease. A loss of heart function is often attributed to a cardiac arrhythmia, but classifications based on clinical circumstances cannot be considered definitive.	C28554	1802	DEATH|DIED
FDA	C54450	Patient Problem Codes FDA CDRH	C50762	2088	SUFFOCATION		The stopping of respiration or the asphyxia that results from it.	The stopping of respiration or the asphyxia that results from it.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50763	2089	SUNSET SYNDROME	SYNDROME, SUNSET	Decentration, or malposition of intraocular lens; zonular dehiscence or lens malposition caused by zonular or parsplana fixation.	Decentration, or malposition of intraocular lens; zonular dehiscence or lens malposition caused by zonular or parsplana fixation.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C35019	2267	SHOCK, SURGICAL	SURGICAL SHOCK			C35016	2072	SHOCK
FDA	C54450	Patient Problem Codes FDA CDRH	C50868	2497	SUTURE ABRASION				C50449	1689	ABRASION
FDA	C54450	Patient Problem Codes FDA CDRH	C36172	2444	SWEATING			The loss of a watery fluid, consisting mainly of sodium chloride and urea in solution, that is secreted by the sweat glands in the skin of mammals.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C3399	2091	SWELLING			Enlargement; expansion in size; sign of inflammation	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50765	2093	SWOLLEN LYMPH NODES	LYMPH NODES, SWOLLEN|NODES, SWOLLEN LYMPH			C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C35053	1610	SYNCOPE	FAINT		A spontaneous loss of consciousness caused by insufficient blood supply to the brain.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50766	2094	SYNOVITIS		Inflammation of a synovial membrane.	Inflammation of a synovial membrane.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C38029	2095	TACHYCARDIA	HEART RATE, INCREASED|INCREASED HEART RATE		Tachycardia; an abnormally rapid heartbeat, usually applied to a heart rate above 100 per minute.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50767	2486	RESPIRATORY RATE, INCREASED	INCREASED RESPIRATORY RATE|RATE OF RESPIRATION, INCREASED		Abnormal increase of rate of breathing.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50844	2097	TENTORIAL TEARS	TEARS, TENTORIAL	Pertaining to tears involving the tentorium of the cerebellum.	Pertaining to tears involving the tentorium of the cerebellum.	C50440	2219	BRAIN INJURY
FDA	C54450	Patient Problem Codes FDA CDRH	C50916	2273	TERATOGENIC EFFECTS	EFFECTS, TERATOGENIC		The result of processes that negatively affect a developing fetus.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50768	2530	BURN, THERMAL	BURNS, THERMAL|THERMAL BURN		A burn injury caused by heat or fire.	C34441	1757	BURN(S)
FDA	C54450	Patient Problem Codes FDA CDRH	C76132	2696	THIRD-DEGREE BURN		A full thickness burn that extends into deeper tissues causing white or blackened and charred skin that may be numb.	A burn that extends through all skin layers and most often includes nerve tissue. There is scarring and the affected site can be charred black or blanched white.	C34441	1757	BURN(S)
FDA	C54450	Patient Problem Codes FDA CDRH	C28195	2654	THROMBOEMBOLISM			Occlusion of the lumen of a vessel by a thrombus that has migrated from a distal site via the blood stream.	C26759	1829	EMBOLISM
FDA	C54450	Patient Problem Codes FDA CDRH	C26891	2100	THROMBOSIS			Formation of a blood clot in the lumen of a vessel. Causes include coagulation disorders and vascular endothelial injury.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50770	2102	THYROID PROBLEMS	PROBLEMS, THYROID			C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50771	2171	TINGLING		A sensation as of repetitive pin pricks, caused by cold or by striking a nerve, or as a result of various diseases of the central or peripheral nervous system.	A sensation as of repetitive pin pricks, caused by cold or by striking a nerve, or as a result of various diseases of the central or peripheral nervous system.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50772	2103	TINNITUS	EARS, RINGING IN|RINGING IN EARS	A noise in the ears, such as ringing, buzzing, roaring, clicking.	A noise in the ears, such as ringing, buzzing, roaring, clicking.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C54685	1695	ADHESION(S)				C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C61375	2681	TISSUE BREAKDOWN			A process caused by injury or disease or aging and characterized by a partial/complete disruption of tissue. The disruption may be temporary or permanent and may be associated with either (1) impairment or (2) loss of function of the affected organ(s) or system(s).	C50773	2104	TISSUE DAMAGE
FDA	C54450	Patient Problem Codes FDA CDRH	C50773	2104	TISSUE DAMAGE	DAMAGE, TISSUE			C3671	2348	INJURY
FDA	C54450	Patient Problem Codes FDA CDRH	C61409	3160	DISSECTION				C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50776	2223	CONVULSION, TONIC	TONIC CONVULSION	Prolonged contraction of the muscles, as the result of an epileptic discharge.	Prolonged contraction of the muscles, as the result of an epileptic discharge.	C54027	2688	PATIENT PROBLEM/MEDICAL PROBLEM
FDA	C54450	Patient Problem Codes FDA CDRH	C50777	2428	FRACTURE, TOOTH	TOOTH FRACTURE		Broken tooth affecting any portion of tooth: root fracture, crown-root, broken tooth (crown fracture), chipped tooth. A crown fracture can involve the pulp. Tooth fracture sequelae range in severity from cosmetic defects to tooth death. Involvement of the pulp is a more important indicator of severity of tooth fracture than is the amount of the tooth affected.	C3671	2348	INJURY
